index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus,rn,add_feat_hash
178,0xc03900f5a755543ade9666b0d8db91324ed86b3cb05bfbf7bd299f7417b87334,2,0x6721139dbafef557ed9a74642cad6af7666ad461,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 14:18:07+00:00,1648,1687,0.976882039122703,91,168,169,0.9940828402366864,58,10,2,2,8,923,103,655086,48,420,2711180,7,5.0,3.0,1,3,93951,54640196733,22611679,88853,0.0,157,2.0,-1.1130256510328231,1.5676844214073298,1.56759382391183,1.879109061763788,-0.4379507961504932,-0.440447193264252,-0.407376117789708,1.595255969398632,-0.1575831287477058,-0.0263486186430456,-0.2172572603254155,1.1786231088038968,1.8504367637705217,1.853458252266916,-0.4491536050659508,-0.2055586109744361,-0.189297705268405,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.3567959971616278,-0.8646090690734477,1.5748682904358555,-0.892195945549415,0.0,-0.4320177421508646,0.25,0.875,1.8277356446370527,0.0025156963884186,0.1377672209026128,3.520833333333333,6.196561572244716e-05,0.0118343195266272,0.0011855364552459,1.0,0.0219780219780219,0,,
97,0x0795e71d7bf6a4ad5b81f451ec70af66fe47539a8035a799da16715d4f3701bc,2,0xe9eea3829349eeb1c1a27437446ca85c11280463,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 15:11:44+00:00,1649,1688,0.9768957345971564,91,652,670,0.9731343283582088,68,11,2,2,8,923,103,655351,100,417,2691753,7,5.0,3.0,1,3,140926,61570761972,5797922,88853,0.0,655,2.0,-1.1130256510328231,1.5711451850951257,1.5709793729079142,1.879109061763788,0.1254317750054084,0.102279632743142,-0.3135603708837577,1.5987201968791174,-0.1575831287477058,-0.0263486186430456,-0.2172572603254155,1.1786231088038968,1.8504367637705217,1.8554564442793609,-0.0574914806813073,-0.2118142621062523,-0.1958948578502221,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.2085046480854875,-0.6922908763735092,-0.7116070160656464,-0.892195945549415,0.0,0.1185134457894381,0.25,0.875,1.828819068255688,0.0025162050317997,0.1626794258373205,6.7,0.0002422212431002,0.0029850746268656,0.0011848341232227,1.0,0.0219780219780219,0,,
322,0xf3ff50bb8418c9d83134e21694283b2ba0e9853968337e021a971a8d172db9ae,2,0x01a9166c6492713e939f85e23cccfa88e5ef671f,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 18:11:31+00:00,1650,1689,0.9769094138543516,91,70,70,1.0,17,12,3,3,8,923,103,656146,14,130,836183,7,5.0,3.0,1,3,140926,66302210859,4575888,88853,0.0,52,2.0,-1.1130256510328231,1.5746059487829216,1.574364921903998,1.879109061763788,-0.5520241266737956,-0.5476926139723,-0.7920206801041043,1.6021844243596026,0.3258007017667291,0.61630061655319,-0.2172572603254155,1.1786231088038968,1.8504367637705217,1.861451020316697,-0.7052403787020638,-0.8102715537166686,-0.8260219189632284,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.2085046480854875,-0.5746504397072472,-0.8777894204328116,-0.892195945549415,0.0,-0.5480935950298441,0.25,0.875,1.829902491874323,0.0025146803993617,0.1297709923664122,5.0,8.371363240626465e-05,0.0428571428571428,0.0017761989342806,1.0,0.0329670329670329,0,,
104,0x699dde4890a5dc86fc0543c0c8b293b5587f08a0eb3ff93cb8492c13febcf2e7,2,0x05e362bef8c3519a945a65e187e052e23613902c,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 18:20:41+00:00,1651,1690,0.9769230769230768,91,2713,2762,0.9822592324402608,329,13,9,7,8,923,103,656188,270,1467,9110780,7,5.0,3.0,1,3,166558,61940298662,15117631,110741,0.0,2717,2.0,-1.1130256510328231,1.5780667124707175,1.5777504709000822,1.879109061763788,2.524463756725064,2.3685161996243163,2.135030623361545,1.605648651840088,3.226103684853339,3.186897557338132,-0.2172572603254155,1.1786231088038968,1.8504367637705217,1.8617677148998013,1.2229423874992578,1.9776636340294165,1.9839219201290712,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.1275891854027918,-0.683102896409222,0.5557649634556354,-0.3838085160351543,0.0,2.3980220994699684,0.25,0.875,1.8309859154929573,0.0025160433960337,0.2241144414168937,10.22962962962963,0.0002977790817274,0.003258508327299,0.0053254437869822,1.2857142857142858,0.0769230769230769,0,,
298,0x7632c8e44a12406a38b7095c708be03cf5afc559bf6451fceb6a34cb70681a32,3,0xcbc6d27dd9ad183faf892637c67d274c617b4d78,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 18:44:10+00:00,1652,1691,0.976936723832052,91,287,301,0.9534883720930232,92,14,1,1,13,924,103,656293,116,1019,6518253,7,6.0,3.0,1,3,287719,68669600638,8524596,185423,0.0,259,2.0,0.8499825518469348,1.5815274761585136,1.5811360198961664,1.879109061763788,-0.2994331805150546,-0.2974532989868548,-0.088402578309477,1.6091128793205731,-0.6409669592621409,-0.6689978538392812,1.6918575052757725,1.1864735831055466,1.8504367637705217,1.8625594513575627,0.0630199422062752,1.0434863983448643,1.1035339965443405,0.6833708050115673,1.5756282118842042,0.6800980349603649,-0.0316385998584131,0.6752898318127651,0.2548935851222584,-0.5157888152847565,-0.340811079745187,1.3508127381216446,0.0,-0.3192583422112845,0.2307692307692307,0.875,1.83008658008658,0.0025171645634426,0.0901960784313725,2.5948275862068964,4.403019581624159e-05,0.0033222591362126,0.0005913660555884,1.0,0.0109890109890109,0,,
554,0x7bc150321aa4682d07dadc9c0f5697d2b381d452765896a647173266fe79d604,3,0xf5b0befc14cac8f0647237876f4258fd0d3d6337,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 18:54:28+00:00,1653,1692,0.9769503546099292,91,5,5,1.0,2,15,1,1,6,925,103,656346,4,8,54069,4,5.0,1.0,1,2,250941,53697673212,23289771,165704,0.0,3,-1.0,0.8499825518469348,1.5849882398463098,1.5845215688922505,1.879109061763788,-0.6276850091637411,-0.6181062740331394,-0.9327443004630296,1.6125771068010588,-0.6409669592621409,-0.6689978538392812,-0.9809031665658908,1.1943240574071965,1.8504367637705217,1.862959089760052,-0.780560018006803,-1.0646680330771938,-1.0916175021400083,-1.4588574238648195,-0.5030369752981232,-1.461943020032911,-0.0316385998584131,-1.428416809348496,0.1387922708844236,-0.8880435140451161,1.667080912132257,0.8928041616143481,0.0,-0.6022623263733679,0.5,0.875,1.8291891891891887,0.0025184848868053,0.2222222222222222,1.25,9.24727205474385e-05,0.2,0.0005910165484633,1.0,0.0109890109890109,0,,
552,0x586db3b91ae2946a6733777187654b37d435238ebdeb719f72e2c65fc5b81acb,2,0x24244ef4839fda2084df4b7c0e4db4d806819cf3,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 21:45:40+00:00,1654,1693,0.9769639692852924,91,333,346,0.96242774566474,104,16,2,2,8,925,103,657104,116,438,2832398,7,5.0,3.0,1,3,166594,127282957903,6607210,105965,0.0,333,2.0,-1.1130256510328231,1.5884490035341057,1.5879071178883346,1.879109061763788,-0.2458885559837086,-0.2487053804831966,0.0241763179776633,1.6160413342815445,-0.1575831287477058,-0.0263486186430456,-0.2172572603254155,1.1943240574071965,1.8504367637705217,1.8686746729503672,0.0630199422062752,-0.168024704183539,-0.1481336736802696,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.1274755400900352,0.9415451024662218,-0.6015532649707549,-0.4947395450629371,0.0,-0.2374525030394323,0.25,0.875,1.8302702702702704,0.002517101528675,0.2369020501138952,2.9827586206896552,0.0001175681816015,0.0057803468208092,0.0011813349084465,1.0,0.0219780219780219,0,,
926,0x94ce7bd57a6f9e2f2d73b63182d39b66b78b7bd994407b9fe786b72cd31c8b28,2,0x80196c4dc520d87f3d9c619e547d8d5bc0d3502d,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 22:19:15+00:00,1655,1694,0.9769775678866588,91,370,374,0.9893048128342246,123,17,2,2,8,925,103,657260,90,362,2332313,7,5.0,3.0,1,3,166576,69406249484,23421264,105953,0.0,314,2.0,-1.1130256510328231,1.5919097672219016,1.5912926668844185,1.879109061763788,-0.2028200536432781,-0.2183733423031427,0.2024262370989689,1.6195055617620295,-0.1575831287477058,-0.0263486186430456,-0.2172572603254155,1.1943240574071965,1.8504367637705217,1.869850967116184,-0.1328111199860464,-0.3265011995228826,-0.3179559338788597,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.1275323627464135,-0.497473137786635,1.6849624300748445,-0.4950182662413989,0.0,-0.2584567049889619,0.25,0.875,1.8313513513513515,0.0025180255636649,0.3388429752066115,4.155555555555556,0.0001586407319083,0.0053475935828877,0.0011806375442739,1.0,0.0219780219780219,0,,
892,0x7f54c5524d77d059a2b26ec296e74d58af31c79451347fbadb37f686f68bbbc6,2,0x72b223de2f773c814465c4a8f2ef9faae702cfb3,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-15 07:26:18+00:00,1656,1695,0.976991150442478,92,2527,2865,0.8820244328097732,270,18,4,4,8,925,104,659677,324,458,2955896,7,5.0,3.0,1,3,140944,49118280930,15098598,88865,0.0,2854,2.0,-1.1130256510328231,1.5953705309096975,1.5946782158805026,1.9274301135474683,2.307957231446143,2.480094768643801,1.5815177166164385,1.622969789242515,0.8091845322811642,1.2589498517494255,-0.2172572603254155,1.1943240574071965,1.8982751537751883,1.888075986339129,1.629668439744849,-0.1263203633047643,-0.1061953842094687,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.2084478254291092,-1.001903289472632,0.5531766969243276,-0.8919172243709532,0.0,2.5494734503692085,0.25,0.8761904761904762,1.8324324324324324,0.0025103156388419,0.5882352941176471,8.842592592592593,0.0008549012364097,0.0013961605584642,0.0023598820058997,1.0,0.0434782608695652,0,,
907,0xac23743211a40a137df4202febd43cf913c313b922a34797bd54290298cb2db0,3,0xd0af26b04197ab1ef5550b397943b7dafd6ce90e,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-15 09:04:13+00:00,1657,1696,0.977004716981132,92,18,18,1.0,5,19,1,1,6,926,104,660105,11,81,512534,4,5.0,1.0,1,2,250977,69665962286,9630455,165728,0.0,17,2.0,0.8499825518469348,1.5988312945974936,1.5980637648765867,1.9274301135474683,-0.612552832665752,-0.6040235420209716,-0.9045995763912448,1.6264340167230005,-0.6409669592621409,-0.6689978538392812,-0.9809031665658908,1.2021745317088464,1.8982751537751883,1.8913032549479083,-0.7278362704934855,-0.9124471888696664,-0.9359288441679704,-1.4588574238648195,-0.5030369752981232,-1.461943020032911,-0.0316385998584131,-1.428416809348496,0.1389059161971802,-0.4910157653908253,-0.1904271235614236,0.8933616039712715,0.0,-0.5867855459895039,0.5,0.8761904761904762,1.8315334773218144,0.0025102029068058,0.0609756097560975,1.6363636363636365,3.511955281102754e-05,0.0555555555555555,0.0005896226415094,1.0,0.0108695652173913,0,,
660,0xc984d53e704f140d5e85b8dd4fc1a7ad2a2f23d8243c8bad6caa3c13fe0e2bbe,2,0xb6f951f9fc00e430f09e0bb6881e553fc0c87ac4,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-15 11:36:37+00:00,1658,1697,0.9770182675309368,92,42,42,1.0,19,20,2,2,8,926,104,660803,19,237,1520132,7,5.0,3.0,1,3,140908,50100000000,689699,88841,0.0,34,-1.0,-1.1130256510328231,1.6022920582852895,1.6014493138726709,1.9274301135474683,-0.5846165068233107,-0.5780246521523539,-0.7732575307229143,1.6298982442034855,-0.1575831287477058,-0.0263486186430456,-0.2172572603254155,1.2021745317088464,1.8982751537751883,1.8965664173052168,-0.6675805590496943,-0.5871533300152242,-0.5937618730898959,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.2085614707418658,-0.9774943054940216,-1.4062659045938333,-0.8924746667278768,0.0,-0.5679923126662406,0.25,0.8761904761904762,1.8326133909287257,0.0025090647151046,0.0798319327731092,2.210526315789474,2.762916139574629e-05,0.0476190476190476,0.0011785503830288,1.0,0.0217391304347826,0,,
805,0x16273640fc6e6c4def95c51a16bb1550a435f13d41ad6101855a225c5e51138a,3,0x4da86804c5cc2b8d0a48618e6e1da4a3cae07793,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-16 03:37:35+00:00,1659,1698,0.9770318021201412,93,51,52,0.9807692307692308,20,21,1,1,6,927,105,665123,24,1403,8736066,4,5.0,1.0,1,2,250959,75857217673,11231570,165716,0.0,44,2.0,0.8499825518469348,1.6057528219730857,1.604834862868755,1.9757511653311493,-0.5741403846323951,-0.5671917813737632,-0.7638759560323192,1.633362471683971,-0.6409669592621409,-0.6689978538392812,-0.9809031665658908,1.210025006010496,1.946113543779856,1.929140717281685,-0.6299207393973247,1.8442097432173377,1.856673995460156,-1.4588574238648195,-0.5030369752981232,-1.461943020032911,-0.0316385998584131,-1.428416809348496,0.1388490935408019,-0.3370794121438952,0.027305885805201,0.8930828827928098,0.0,-0.5569374695349092,0.5,0.8773584905660378,1.831715210355987,0.0024942717448175,0.0142450142450142,2.1666666666666665,5.837867314891243e-06,0.0192307692307692,0.0005889281507656,1.0,0.010752688172043,0,,
